Open_Time,CI_Cat,CI_Subcat,Category,No_of_Related_Incidents,No_of_Related_Changes
2013-06-12 16:50:00,application,Exchange,request for information,0,0
2013-06-12 16:56:00,computer,Banking Device,incident,0,0
2013-06-12 16:58:00,application,Server Based Application,incident,0,0
2013-06-12 17:27:00,application,Server Based Application,incident,1,0
2013-06-12 17:42:00,application,Web Based Application,incident,0,0
2013-07-12 11:59:00,application,Server Based Application,incident,1,0
2013-08-12 11:41:00,application,Web Based Application,incident,0,2
2013-06-12 16:35:00,computer,Laptop,incident,0,0
2013-06-12 16:47:00,application,Server Based Application,incident,0,0
2013-06-12 16:58:00,application,Server Based Application,incident,0,0
2013-06-12 16:59:00,application,Desktop Application,incident,0,0
2013-06-12 17:00:00,subapplication,Web Based Application,incident,0,0
2013-06-12 17:04:00,subapplication,Web Based Application,incident,0,0
2013-06-12 17:40:00,application,Server Based Application,incident,1,0
2013-09-12 08:37:00,computer,Laptop,incident,0,0
2013-09-12 08:37:00,computer,Laptop,incident,0,0
2013-09-12 08:51:00,application,Web Based Application,incident,0,0
2013-09-12 08:56:00,application,Server Based Application,incident,1,0
2013-09-12 09:08:00,application,Web Based Application,request for information,0,0
2013-09-12 09:13:00,application,Server Based Application,incident,0,0
2013-09-12 09:21:00,application,Server Based Application,request for information,0,0
2013-09-12 09:23:00,application,Desktop Application,incident,0,0
2013-09-12 09:31:00,application,Web Based Application,incident,0,0
2013-09-12 09:37:00,computer,Laptop,incident,0,0
2013-09-12 09:40:00,application,Desktop Application,request for information,0,0
2013-09-12 09:46:00,application,Desktop Application,incident,0,0
2013-09-12 09:49:00,application,Server Based Application,request for information,0,0
2013-09-12 09:49:00,application,Web Based Application,incident,0,1
2013-09-12 09:51:00,application,Server Based Application,request for information,0,0
2013-09-12 10:08:00,application,Web Based Application,incident,0,0
2013-09-12 10:10:00,application,Desktop Application,incident,0,0
2013-09-12 10:11:00,application,SAP,request for information,0,0
2013-09-12 10:14:00,application,Web Based Application,incident,0,0
2013-09-12 10:25:00,application,Server Based Application,request for information,0,0
2013-09-12 10:30:00,application,Desktop Application,incident,0,0
2013-09-12 10:33:00,application,Server Based Application,request for information,0,0
2013-09-12 10:39:00,application,Server Based Application,request for information,0,0
2013-09-12 10:43:00,subapplication,Web Based Application,incident,0,0
2013-09-12 10:53:00,subapplication,Server Based Application,incident,1,0
2013-09-12 11:08:00,application,Server Based Application,request for information,0,0
2013-09-12 11:11:00,application,Web Based Application,incident,0,0
2013-09-12 11:14:00,application,Server Based Application,incident,0,0
2013-09-12 11:16:00,application,Server Based Application,request for information,0,0
2013-09-12 11:20:00,application,Web Based Application,incident,0,0
2013-09-12 11:28:00,application,Client Based Application,incident,0,0
2013-09-12 11:40:00,storage,SAN,incident,0,0
2013-09-12 11:41:00,application,SAP,request for information,0,0
2013-09-12 11:45:00,subapplication,Server Based Application,request for information,0,0
2013-09-12 11:57:00,application,SAP,request for information,0,0
2013-09-12 12:21:00,application,Server Based Application,request for information,0,0
2013-09-12 12:40:00,application,Desktop Application,incident,0,0
2013-09-12 12:43:00,application,Server Based Application,incident,0,0
2013-09-12 04:29:00,application,Server Based Application,incident,0,0
2013-09-12 07:48:00,application,Desktop Application,incident,0,0
2013-09-12 08:07:00,application,Server Based Application,incident,0,1
2013-09-12 08:56:00,application,Server Based Application,request for information,0,0
2013-09-12 08:58:00,application,Server Based Application,request for information,0,0
2013-09-12 09:08:00,application,Web Based Application,incident,0,0
2013-09-12 09:14:00,subapplication,Web Based Application,incident,0,0
2013-09-12 09:14:00,application,Server Based Application,incident,0,1
2013-09-12 09:46:00,application,Server Based Application,incident,0,0
2013-09-12 09:53:00,application,Server Based Application,incident,0,0
2013-09-12 10:05:00,subapplication,Web Based Application,incident,0,0
2013-09-12 10:07:00,application,Server Based Application,incident,0,0
2013-09-12 10:12:00,application,Citrix,incident,0,0
2013-09-12 10:29:00,application,Server Based Application,incident,0,0
2013-09-12 10:30:00,application,Server Based Application,incident,0,0
2013-09-12 10:34:00,application,Server Based Application,incident,0,1
2013-09-12 10:40:00,application,Server Based Application,incident,0,0
2013-09-12 10:40:00,application,Server Based Application,incident,0,0
2013-09-12 10:50:00,application,Desktop Application,incident,0,0
2013-09-12 10:54:00,application,Server Based Application,incident,0,0
2013-09-12 10:56:00,application,Server Based Application,incident,0,1
2013-09-12 11:05:00,application,Citrix,incident,0,0
2013-09-12 11:06:00,application,Server Based Application,request for information,0,0
2013-09-12 07:16:00,application,Web Based Application,incident,0,0
2013-09-12 07:54:00,application,SAP,request for information,0,0
2013-09-12 08:13:00,application,SAP,request for information,0,0
2013-09-12 08:20:00,application,Server Based Application,request for information,0,0
2013-09-12 08:23:00,application,Server Based Application,incident,0,0
2013-09-12 08:28:00,application,Server Based Application,incident,0,0
2013-09-12 08:43:00,application,Server Based Application,incident,0,0
2013-09-12 08:46:00,application,SAP,request for information,0,0
2013-09-12 08:54:00,computer,Desktop,incident,0,0
2013-09-12 08:55:00,subapplication,Server Based Application,request for information,0,0
2013-09-12 08:55:00,application,Client Based Application,incident,0,0
2013-09-12 08:57:00,application,Desktop Application,incident,0,0
2013-09-12 09:03:00,application,Server Based Application,incident,0,0
2013-09-12 09:10:00,application,Server Based Application,incident,0,0
2013-09-12 09:13:00,application,Desktop Application,request for information,0,0
2013-09-12 09:16:00,application,Server Based Application,request for information,0,0
2013-09-12 09:21:00,application,Server Based Application,incident,0,0
2013-09-12 09:21:00,application,Server Based Application,incident,0,0
2013-09-12 09:21:00,application,Server Based Application,incident,0,0
2013-09-12 09:23:00,application,Server Based Application,request for information,0,0
2013-09-12 09:27:00,application,Web Based Application,incident,0,0
2013-09-12 09:32:00,application,Server Based Application,incident,0,0
2013-09-12 09:47:00,subapplication,Server Based Application,request for information,0,0
2013-09-12 09:53:00,application,Server Based Application,request for information,0,0
2013-09-12 09:55:00,subapplication,Server Based Application,request for information,0,0
2013-09-12 09:58:00,application,Server Based Application,incident,0,0
2013-09-12 09:59:00,application,Server Based Application,incident,0,0
2013-09-12 10:00:00,application,Server Based Application,request for information,0,0
2013-09-12 10:11:00,application,Server Based Application,request for information,0,0
2013-09-12 10:15:00,subapplication,Web Based Application,incident,0,0
2013-09-12 10:22:00,application,Citrix,incident,0,0
2013-09-12 10:22:00,application,Server Based Application,incident,0,0
2013-09-12 10:34:00,subapplication,Web Based Application,incident,0,0
2013-09-12 10:40:00,application,Server Based Application,request for information,0,0
2013-09-12 10:41:00,application,Citrix,incident,0,0
2013-09-12 10:41:00,application,Web Based Application,incident,0,0
2013-09-12 10:44:00,application,Server Based Application,incident,0,0
2013-09-12 10:46:00,application,Server Based Application,request for information,0,0
2013-09-12 10:49:00,application,Web Based Application,incident,0,0
2013-09-12 10:49:00,application,Server Based Application,incident,0,0
2013-09-12 10:54:00,computer,Laptop,incident,0,0
2013-09-12 11:02:00,application,Web Based Application,incident,0,0
2013-09-12 11:11:00,application,Server Based Application,incident,0,0
2013-09-12 11:12:00,application,Web Based Application,incident,0,0
2013-09-12 11:13:00,subapplication,Web Based Application,incident,0,0
2013-09-12 11:17:00,application,Server Based Application,request for information,0,0
2013-09-12 07:28:00,application,Server Based Application,incident,0,0
2013-09-12 07:53:00,application,Server Based Application,incident,0,0
2013-09-12 08:12:00,computer,Banking Device,incident,0,0
2013-09-12 08:15:00,application,Server Based Application,incident,0,0
2013-09-12 08:20:00,application,Server Based Application,request for information,0,0
2013-09-12 08:39:00,application,Server Based Application,incident,0,0
2013-09-12 08:43:00,application,Server Based Application,request for information,0,0
2013-09-12 08:45:00,application,Server Based Application,incident,0,0
2013-09-12 08:52:00,application,Server Based Application,incident,0,0
2013-09-12 08:52:00,application,Web Based Application,incident,0,0
2013-09-12 09:09:00,computer,Desktop,incident,0,0
2013-09-12 09:10:00,computer,Laptop,incident,0,0
2013-09-12 09:11:00,application,Server Based Application,incident,0,0
2013-09-12 09:12:00,computer,Desktop,incident,0,0
2013-09-12 09:19:00,application,Server Based Application,incident,0,0
2013-09-12 09:21:00,application,Desktop Application,incident,0,0
2013-09-12 09:22:00,application,Server Based Application,incident,0,0
2013-09-12 09:22:00,application,Web Based Application,incident,0,0
2013-09-12 09:26:00,application,Server Based Application,request for information,0,0
2013-09-12 09:32:00,application,Server Based Application,incident,0,0
2013-09-12 09:34:00,computer,Desktop,incident,0,0
2013-09-12 09:34:00,computer,Laptop,incident,0,0
2013-09-12 09:38:00,application,Desktop Application,incident,0,0
2013-09-12 09:38:00,application,Server Based Application,request for information,0,0
2013-09-12 09:41:00,application,Server Based Application,incident,0,0
2013-09-12 09:43:00,application,Client Based Application,incident,0,0
2013-09-12 09:45:00,computer,Laptop,incident,0,0
2013-09-12 09:46:00,application,Server Based Application,incident,0,0
2013-09-12 09:48:00,application,Server Based Application,incident,0,0
2013-09-12 09:51:00,application,Server Based Application,incident,0,0
2013-09-12 09:52:00,application,Desktop Application,incident,0,0
2013-09-12 09:53:00,subapplication,Web Based Application,incident,0,0
2013-09-12 09:53:00,application,Server Based Application,incident,0,0
2013-09-12 09:54:00,subapplication,Web Based Application,incident,0,1
2013-09-12 09:56:00,application,Server Based Application,incident,0,0
2013-09-12 09:58:00,application,Server Based Application,incident,0,0
2013-09-12 10:00:00,subapplication,Web Based Application,incident,0,0
2013-09-12 10:04:00,subapplication,Web Based Application,incident,0,0
2013-09-12 10:04:00,application,Web Based Application,incident,0,0
2013-09-12 10:06:00,application,Server Based Application,request for information,0,0
2013-09-12 10:17:00,application,Server Based Application,incident,0,0
2013-09-12 10:18:00,application,Desktop Application,incident,0,0
2013-09-12 10:20:00,application,Web Based Application,incident,0,0
2013-09-12 10:23:00,application,Client Based Application,request for information,0,0
2013-09-12 10:23:00,application,Desktop Application,incident,0,0
2013-09-12 10:27:00,application,Server Based Application,incident,0,0
2013-09-12 10:29:00,subapplication,Web Based Application,incident,0,0
2013-09-12 10:30:00,application,Citrix,incident,0,0
2013-09-12 10:30:00,application,Server Based Application,incident,0,0
2013-09-12 10:31:00,application,Server Based Application,incident,0,0
2013-09-12 10:36:00,application,Web Based Application,incident,0,0
2013-09-12 10:37:00,application,Web Based Application,incident,0,0
2013-09-12 10:39:00,computer,Laptop,incident,0,0
2013-09-12 10:39:00,application,Web Based Application,incident,0,0
2013-09-12 10:44:00,application,Server Based Application,request for information,0,0
2013-09-12 10:46:00,application,Desktop Application,request for information,0,0
2013-09-12 10:50:00,application,Server Based Application,incident,0,0
2013-09-12 10:55:00,application,Server Based Application,incident,0,0
2013-09-12 10:55:00,application,Server Based Application,request for information,0,0
2013-09-12 10:55:00,computer,Laptop,incident,0,0
2013-09-12 10:56:00,application,Desktop Application,incident,0,0
2013-09-12 11:03:00,application,Server Based Application,incident,0,0
2013-09-12 11:11:00,subapplication,Web Based Application,incident,0,0
2013-09-12 11:11:00,subapplication,Web Based Application,incident,0,0
2013-09-12 11:13:00,application,Server Based Application,incident,2,0
2013-09-12 11:13:00,application,Web Based Application,incident,0,0
2013-09-12 11:14:00,application,Web Based Application,incident,0,0
2013-09-12 11:19:00,application,Web Based Application,incident,0,0
2013-09-12 11:21:00,subapplication,Web Based Application,incident,0,0
2013-09-12 11:31:00,application,Web Based Application,request for information,0,0
2013-09-12 11:36:00,computer,Linux Server,incident,0,0
2013-09-12 11:37:00,application,Web Based Application,incident,0,0
2013-09-12 11:38:00,application,Web Based Application,incident,0,0
2013-09-12 11:39:00,application,Server Based Application,incident,0,0
2013-09-12 11:42:00,application,Web Based Application,incident,0,0
2013-09-12 11:49:00,application,Server Based Application,incident,0,0
2013-09-12 11:49:00,application,Web Based Application,incident,0,0
2013-09-12 11:50:00,computer,Windows Server,incident,0,0
2013-09-12 11:53:00,subapplication,Web Based Application,incident,0,0
2013-09-12 11:54:00,application,Server Based Application,incident,0,0
2013-09-12 12:01:00,application,Server Based Application,incident,0,0
2013-09-12 12:05:00,application,Web Based Application,request for information,0,0
2013-09-12 12:06:00,subapplication,Server Based Application,request for information,0,0
2013-09-12 11:14:00,application,Server Based Application,request for information,0,0
2013-09-12 11:27:00,application,Web Based Application,incident,0,0
2013-09-12 11:32:00,subapplication,Web Based Application,incident,0,0
2013-09-12 11:34:00,computer,Laptop,incident,0,0
2013-09-12 11:57:00,application,Server Based Application,incident,0,0
2013-09-12 11:58:00,application,Web Based Application,incident,0,0
2013-09-12 12:07:00,computer,Banking Device,incident,0,0
2013-09-12 12:15:00,displaydevice,Monitor,incident,0,0
2013-09-12 12:21:00,application,Desktop Application,incident,0,0
2013-09-12 12:35:00,application,Desktop Application,incident,0,0
2013-09-12 12:42:00,application,Server Based Application,incident,0,0
2013-09-12 12:56:00,application,Server Based Application,incident,0,0
2013-09-12 13:04:00,application,Web Based Application,request for information,0,0
2013-09-12 13:09:00,application,Web Based Application,request for information,0,0
2013-09-12 13:12:00,application,Server Based Application,incident,0,0
2013-09-12 13:12:00,application,Server Based Application,incident,0,0
2013-09-12 13:12:00,application,Server Based Application,incident,0,0
2013-09-12 13:13:00,application,Server Based Application,incident,0,0
2013-09-12 13:13:00,application,Server Based Application,incident,0,0
2013-09-12 13:13:00,application,Web Based Application,incident,0,1
2013-09-12 13:15:00,application,Server Based Application,incident,0,0
2013-09-12 13:15:00,application,Server Based Application,incident,0,0
2013-09-12 13:16:00,application,Server Based Application,incident,0,0
2013-09-12 13:16:00,application,Server Based Application,incident,0,0
2013-09-12 13:16:00,application,Server Based Application,incident,0,0
2013-09-12 13:26:00,application,Server Based Application,incident,0,0
2013-09-12 13:46:00,application,Web Based Application,incident,0,0
2013-09-12 13:50:00,application,Server Based Application,incident,0,0
2013-09-12 14:00:00,application,Server Based Application,incident,0,0
2013-09-12 14:14:00,application,Server Based Application,incident,0,0
2013-09-12 14:28:00,application,Web Based Application,incident,0,0
2013-09-12 11:31:00,application,Server Based Application,incident,0,0
2013-09-12 11:33:00,application,Server Based Application,incident,0,0
2013-09-12 11:39:00,subapplication,Citrix,incident,0,0
2013-09-12 11:40:00,application,Server Based Application,request for information,0,0
2013-09-12 11:45:00,application,SAP,request for information,0,0
2013-09-12 11:45:00,application,Web Based Application,incident,1,1
2013-09-12 11:45:00,application,Web Based Application,incident,0,0
2013-09-12 11:56:00,application,Exchange,request for information,0,0
2013-09-12 11:56:00,subapplication,Web Based Application,incident,0,0
2013-09-12 11:57:00,computer,Desktop,incident,0,0
2013-09-12 11:57:00,application,Server Based Application,request for information,0,0
2013-09-12 12:03:00,subapplication,Web Based Application,incident,0,0
2013-09-12 12:05:00,application,Server Based Application,incident,0,0
2013-09-12 12:06:00,application,Client Based Application,incident,0,0
2013-09-12 12:09:00,application,Server Based Application,incident,0,0
2013-09-12 12:12:00,application,Exchange,request for information,0,0
2013-09-12 12:20:00,computer,Laptop,incident,0,0
2013-09-12 12:25:00,application,SAP,request for information,0,0
2013-09-12 12:28:00,computer,Laptop,incident,0,0
2013-09-12 12:38:00,subapplication,Web Based Application,incident,0,0
2013-09-12 12:45:00,application,Server Based Application,incident,0,0
2013-09-12 12:49:00,application,Server Based Application,incident,0,0
2013-09-12 12:57:00,computer,Desktop,incident,0,0
2013-09-12 13:11:00,subapplication,Server Based Application,request for information,0,0
2013-09-12 13:15:00,application,Server Based Application,incident,0,0
2013-09-12 13:16:00,subapplication,Citrix,incident,0,0
2013-09-12 13:22:00,application,Server Based Application,incident,0,0
2013-09-12 13:28:00,application,Web Based Application,incident,0,0
2013-09-12 13:29:00,application,Server Based Application,incident,1,0
2013-09-12 13:30:00,hardware,DataCenterEquipment,incident,0,0
2013-09-12 13:39:00,application,Server Based Application,incident,0,0
2013-09-12 13:45:00,subapplication,Web Based Application,incident,0,0
2013-09-12 13:47:00,subapplication,Server Based Application,request for information,0,0
2013-09-12 13:51:00,subapplication,Web Based Application,incident,0,0
2013-09-12 13:53:00,application,Desktop Application,incident,0,0
2013-09-12 12:21:00,application,Server Based Application,incident,0,0
2013-09-12 12:25:00,subapplication,Web Based Application,incident,0,0
2013-09-12 12:37:00,application,Web Based Application,incident,0,0
2013-09-12 12:55:00,application,Server Based Application,incident,0,0
2013-09-12 12:59:00,subapplication,Web Based Application,incident,0,0
2013-09-12 13:09:00,computer,Desktop,incident,0,0
2013-09-12 13:12:00,application,Server Based Application,incident,0,0
2013-09-12 13:17:00,subapplication,Server Based Application,incident,0,0
2013-09-12 13:22:00,application,Desktop Application,incident,0,0
2013-09-12 13:30:00,application,Server Based Application,request for information,0,0
2013-09-12 13:33:00,application,Server Based Application,incident,0,0
2013-09-12 13:40:00,application,Server Based Application,incident,0,0
2013-09-12 13:42:00,application,Server Based Application,incident,0,0
2013-09-12 13:54:00,storage,SAN,request for information,0,0
2013-09-12 14:00:00,application,Server Based Application,request for information,0,0
2013-09-12 14:01:00,subapplication,Web Based Application,incident,0,0
2013-09-12 14:09:00,application,Server Based Application,incident,2,0
2013-09-12 14:11:00,computer,Windows Server,incident,0,0
2013-09-12 14:21:00,application,Server Based Application,request for information,0,0
2013-09-12 14:23:00,application,Server Based Application,incident,0,0
2013-09-12 14:24:00,application,Server Based Application,request for information,0,0
2013-09-12 14:26:00,subapplication,Web Based Application,incident,0,0
2013-09-12 14:26:00,application,Server Based Application,request for information,0,0
2013-09-12 14:27:00,application,Server Based Application,incident,1,0
2013-09-12 14:41:00,application,Client Based Application,incident,0,0
2013-09-12 14:46:00,application,Server Based Application,request for information,0,0
2013-09-12 14:46:00,application,SAP,request for information,0,0
2013-09-12 14:47:00,application,Server Based Application,incident,0,0
2013-09-12 14:56:00,application,Web Based Application,incident,0,0
2013-09-12 14:59:00,subapplication,Web Based Application,incident,0,0
2013-09-12 15:00:00,application,Web Based Application,incident,0,0
2013-09-12 15:02:00,application,SAP,request for information,0,0
2013-09-12 15:02:00,application,Web Based Application,request for information,0,0
2013-09-12 15:08:00,application,SAP,request for information,0,0
2013-09-12 15:17:00,application,Server Based Application,request for information,0,0
2013-09-12 15:41:00,subapplication,Web Based Application,incident,0,0
2013-09-12 15:51:00,computer,Laptop,incident,0,0
2013-09-12 12:51:00,subapplication,Web Based Application,incident,0,0
2013-09-12 12:58:00,application,Citrix,incident,0,0
2013-09-12 13:26:00,application,Server Based Application,request for information,0,0
2013-09-12 13:36:00,application,Web Based Application,incident,0,0
2013-09-12 13:38:00,application,Server Based Application,request for information,0,0
2013-09-12 13:48:00,application,Server Based Application,incident,0,0
2013-09-12 13:51:00,application,Server Based Application,request for information,0,0
2013-09-12 13:55:00,application,SAP,request for information,0,0
2013-09-12 13:56:00,subapplication,Web Based Application,incident,0,0
2013-09-12 14:08:00,computer,Laptop,incident,0,0
2013-09-12 14:10:00,application,Web Based Application,request for information,0,0
2013-09-12 14:10:00,application,Web Based Application,incident,0,0
2013-09-12 14:12:00,application,Web Based Application,incident,0,0
2013-09-12 14:14:00,application,Server Based Application,request for information,0,0
2013-09-12 14:21:00,computer,Banking Device,incident,0,0
2013-09-12 14:21:00,application,Web Based Application,incident,0,0
2013-09-12 14:24:00,application,Server Based Application,request for information,0,0
2013-09-12 14:24:00,application,Web Based Application,incident,0,1
2013-09-12 14:28:00,computer,Laptop,incident,0,0
2013-09-12 14:30:00,subapplication,Server Based Application,request for information,0,0
2013-09-12 14:32:00,computer,Laptop,incident,0,0
2013-09-12 14:35:00,application,Web Based Application,incident,0,0
2013-09-12 14:40:00,application,Desktop Application,incident,0,0
2013-09-12 14:41:00,application,Server Based Application,request for information,0,0
2013-09-12 14:43:00,application,Standard Application,incident,0,0
2013-09-12 14:51:00,computer,Laptop,incident,0,0
2013-09-12 14:54:00,application,Server Based Application,incident,0,0
2013-09-12 15:11:00,application,Server Based Application,incident,0,0
2013-09-12 15:13:00,application,Server Based Application,incident,0,0
2013-09-12 15:17:00,subapplication,Server Based Application,incident,0,0
2013-09-12 15:17:00,application,Server Based Application,request for information,0,0
2013-09-12 15:23:00,application,Server Based Application,incident,0,0
2013-09-12 15:25:00,application,Desktop Application,incident,0,0
2013-09-12 15:35:00,application,Server Based Application,incident,0,0
2013-09-12 15:37:00,application,Server Based Application,request for information,0,0
2013-09-12 15:39:00,application,SAP,request for information,0,0
2013-09-12 15:39:00,storage,SAN,incident,0,0
2013-09-12 15:49:00,application,Server Based Application,incident,0,0
2013-09-12 14:01:00,subapplication,Web Based Application,incident,0,0
2013-09-12 14:06:00,application,Web Based Application,incident,0,0
2013-09-12 14:07:00,application,Web Based Application,incident,0,0
2013-09-12 14:10:00,application,Web Based Application,incident,0,0
2013-09-12 14:13:00,application,Server Based Application,incident,0,0
2013-09-12 14:20:00,application,Server Based Application,request for information,0,0
2013-09-12 14:24:00,application,Desktop Application,incident,0,0
2013-09-12 14:25:00,application,Web Based Application,incident,0,1
2013-09-12 14:27:00,application,Web Based Application,incident,0,0
2013-09-12 14:31:00,application,Server Based Application,request for information,0,0
2013-09-12 14:37:00,application,Web Based Application,incident,0,0
2013-09-12 14:37:00,application,Web Based Application,incident,0,0
2013-09-12 14:41:00,application,Web Based Application,incident,0,0
2013-09-12 14:46:00,subapplication,Web Based Application,incident,0,0
2013-09-12 14:51:00,application,Server Based Application,request for information,0,0
2013-09-12 15:00:00,application,Server Based Application,incident,0,0
2013-09-12 15:13:00,application,Web Based Application,incident,0,0
2013-09-12 15:15:00,subapplication,Web Based Application,incident,0,0
2013-09-12 15:17:00,computer,Desktop,incident,0,0
2013-09-12 15:26:00,subapplication,Web Based Application,incident,0,0
2013-09-12 15:32:00,application,Client Based Application,incident,0,0
2013-09-12 15:49:00,subapplication,Server Based Application,incident,1,0
2013-09-12 15:51:00,subapplication,Web Based Application,incident,0,0
2013-09-12 15:51:00,application,Web Based Application,incident,0,0
2013-09-12 15:55:00,application,Server Based Application,incident,0,0
2013-09-12 16:02:00,subapplication,Web Based Application,incident,0,0
2013-09-12 16:03:00,application,Server Based Application,incident,0,0
2013-09-12 16:07:00,application,Server Based Application,request for information,0,0
2013-09-12 16:07:00,subapplication,Web Based Application,incident,0,0
2013-09-12 16:15:00,application,Desktop Application,request for information,0,0
2013-09-12 16:28:00,subapplication,Web Based Application,incident,0,0
2013-09-12 16:28:00,application,Server Based Application,incident,0,0
2013-09-12 16:30:00,application,Server Based Application,incident,0,0
2013-09-12 16:32:00,application,Server Based Application,incident,0,0
2013-09-12 16:37:00,application,Server Based Application,incident,0,0
2013-09-12 16:43:00,application,Server Based Application,incident,0,0
2013-09-12 16:53:00,application,Server Based Application,incident,0,0
2013-09-12 16:59:00,application,Web Based Application,incident,0,0
2013-09-12 17:05:00,subapplication,Web Based Application,incident,0,0
2013-09-12 17:11:00,application,Web Based Application,incident,0,0
2013-09-12 17:20:00,application,Server Based Application,incident,0,0
2013-10-12 06:09:00,application,Desktop Application,incident,0,0
2013-09-12 14:36:00,subapplication,Web Based Application,incident,0,0
2013-09-12 14:50:00,application,Web Based Application,incident,0,0
2013-09-12 15:12:00,application,Server Based Application,incident,0,0
2013-09-12 15:18:00,application,Server Based Application,incident,0,0
2013-09-12 15:23:00,application,Desktop Application,incident,0,0
2013-09-12 15:31:00,subapplication,Web Based Application,incident,1,0
2013-09-12 16:01:00,subapplication,Server Based Application,incident,0,0
2013-09-12 16:04:00,application,Server Based Application,incident,3,0
2013-09-12 16:12:00,subapplication,Web Based Application,incident,0,0
2013-09-12 16:22:00,subapplication,Web Based Application,incident,1,0
2013-09-12 16:44:00,application,Web Based Application,incident,0,0
2013-09-12 16:46:00,application,Web Based Application,incident,0,0
2013-09-12 17:05:00,application,Server Based Application,request for information,0,0
2013-09-12 17:11:00,application,Web Based Application,incident,0,0
2013-09-12 17:17:00,computer,Banking Device,incident,0,0
2013-09-12 21:15:00,application,Server Based Application,incident,1,0
2013-09-12 21:59:00,application,Server Based Application,request for information,0,0
2013-10-12 08:06:00,application,Server Based Application,incident,0,0
2013-10-12 08:17:00,application,Server Based Application,incident,0,0
2013-10-12 08:18:00,application,Server Based Application,incident,0,0
2013-10-12 08:20:00,computer,Laptop,incident,0,0
2013-10-12 08:34:00,application,Server Based Application,incident,0,1
2013-10-12 08:44:00,application,Server Based Application,incident,0,0
2013-10-12 08:45:00,application,Server Based Application,incident,0,0
2013-10-12 08:48:00,application,Server Based Application,incident,0,0
2013-10-12 08:59:00,application,Web Based Application,incident,0,0
2013-10-12 09:23:00,application,Desktop Application,incident,0,0
2013-10-12 09:24:00,application,Server Based Application,incident,0,0
2013-10-12 09:27:00,application,Server Based Application,request for information,0,0
2013-09-12 16:01:00,application,Web Based Application,incident,0,0
2013-09-12 16:02:00,application,Desktop Application,incident,0,0
2013-09-12 16:04:00,subapplication,Server Based Application,incident,0,0
2013-09-12 16:16:00,application,Server Based Application,incident,0,0
2013-09-12 16:17:00,computer,Desktop,incident,0,0
2013-09-12 16:20:00,application,Web Based Application,incident,0,0
2013-09-12 16:25:00,computer,Desktop,incident,0,0
2013-09-12 16:37:00,computer,Banking Device,incident,0,0
2013-09-12 16:39:00,application,Server Based Application,incident,0,0
2013-09-12 18:22:00,application,Web Based Application,incident,0,0
2013-09-12 19:39:00,application,Web Based Application,incident,0,0
2013-10-12 07:57:00,application,Server Based Application,request for information,0,1
2013-10-12 08:40:00,application,Server Based Application,incident,0,0
2013-10-12 08:55:00,application,Citrix,incident,0,0
2013-10-12 08:59:00,application,Web Based Application,incident,0,0
2013-10-12 08:59:00,networkcomponents,Network Component,incident,0,0
2013-10-12 09:07:00,application,Server Based Application,request for information,0,0
2013-10-12 09:08:00,application,Server Based Application,request for information,0,0
2013-10-12 09:09:00,application,Server Based Application,incident,0,0
2013-10-12 09:25:00,subapplication,Web Based Application,incident,0,0
2013-10-12 09:25:00,computer,Banking Device,incident,0,0
2013-10-12 09:28:00,application,Server Based Application,incident,0,0
2013-10-12 09:32:00,application,Desktop Application,incident,0,0
2013-10-12 09:45:00,application,Server Based Application,request for information,0,0
2013-10-12 09:49:00,application,Web Based Application,incident,0,0
2013-10-12 09:57:00,application,Web Based Application,incident,0,0
2013-10-12 10:35:00,application,Web Based Application,incident,0,0
2013-09-12 16:03:00,application,Server Based Application,request for information,0,0
2013-09-12 16:12:00,subapplication,Server Based Application,incident,0,0
2013-09-12 16:24:00,application,Server Based Application,incident,0,0
2013-09-12 16:34:00,application,Client Based Application,incident,0,0
2013-09-12 16:39:00,application,Server Based Application,incident,0,0
2013-09-12 16:41:00,storage,Controller,incident,0,0
2013-10-12 07:47:00,application,Web Based Application,incident,0,0
2013-10-12 07:53:00,application,Server Based Application,incident,0,0
2013-10-12 07:58:00,computer,Banking Device,incident,0,0
2013-10-12 08:10:00,application,SAP,request for information,0,0
2013-10-12 08:13:00,application,Desktop Application,incident,0,0
2013-10-12 08:16:00,application,SAP,request for information,0,0
2013-10-12 08:27:00,application,Server Based Application,request for information,0,0
2013-10-12 08:40:00,computer,Desktop,incident,0,0
2013-10-12 08:43:00,subapplication,Web Based Application,incident,0,0
2013-10-12 08:43:00,computer,Laptop,incident,0,0
2013-10-12 08:46:00,application,Desktop Application,incident,0,0
2013-10-12 08:49:00,application,Server Based Application,incident,0,1
2013-10-12 08:54:00,computer,Desktop,incident,0,0
2013-10-12 09:07:00,displaydevice,Monitor,incident,0,0
2013-10-12 09:09:00,application,Client Based Application,request for information,0,0
2013-10-12 09:19:00,computer,Desktop,incident,0,0
2013-10-12 09:21:00,application,Web Based Application,incident,0,0
2013-10-12 09:22:00,application,Server Based Application,request for information,0,0
2013-10-12 09:24:00,application,Server Based Application,request for information,0,0
2013-10-12 09:24:00,networkcomponents,Modem,incident,1,0
2013-10-12 09:26:00,application,Desktop Application,incident,0,0
2013-10-12 09:28:00,application,Desktop Application,incident,0,0
2013-10-12 09:31:00,computer,Laptop,incident,0,0
2013-10-12 09:31:00,subapplication,Server Based Application,request for information,0,0
2013-10-12 09:46:00,application,Web Based Application,incident,0,0
